№ чека;Дата;Час;Товар;Кількість;Сума;Спосіб платежу;Покупець;Собівартість
100000271;9-19-2022;0,514490741;Cap type 6, Nike;1;510.024;non-cash;;237
100000282;1-23-2024;0,846099537;Sneakers type 1, Adidas;1;2771.1044;cash;;1748
100000289;2-26-2024;0,869201389;Pants type 11, Puma;1;544.824;cash;;329
100000289;2-26-2024;0,869201389;T-shirt type 2, Puma;1;624.0;cash;;390
100000289;2-26-2024;0,869201389;Shoes type 2, Puma;1;3008.49792;cash;;2032
100000304;9-13-2023;0,673819444;Pants type 3, Puma;2;825.6;cash;;516
100000321;3-13-2022;0,599583333;Cufflink type 4, Reebok;1;656.992;cash;;419
100000325;7-22-2022;0,594074074;Shoes type 3, Reebok;1;2375.19;non-cash;;1389
100000328;8-3-2023;0,575717593;Flip flops type 1, Nike;1;371.68;cash;;184
100000328;8-3-2023;0,575717593;Cufflink type 1, Nike;1;495.824;cash;;233
100000349;11-26-2023;0,839039352;Cap type 6, Puma;1;340.6572;cash;;251
100000351;8-29-2024;0,750717593;Boots type 5, Adidas;2;5720.58;cash;;3126
100000351;8-29-2024;0,750717593;Pants type 8, Reebok;2;4585.9968;cash;;2464
100000351;8-29-2024;0,750717593;Pants type 12, Nike;1;1640.312;cash;;758
100000351;8-29-2024;0,750717593;Flip flops type 2, Adidas;1;677.9524;cash;;346
100000366;2-3-2024;0,516886574;Shoes type 1, Adidas;1;3712.5;non-cash;ПІБ 735;1875
100000398;10-1-2022;0,49119213;Sneakers type 3, Reebok;1;2059.78;non-cash;;1138
100000398;10-1-2022;0,49119213;T-shirt type 2, Nike;1;431.136;non-cash;;216
100000398;10-1-2022;0,49119213;T-shirt type 2, Reebok;1;385.2;non-cash;;214
100000418;2-24-2022;0,856886574;Cufflink type 1, Nike;1;495.824;cash;;233
100000428;7-24-2024;0,859236111;Shirt type 3, Adidas;1;747.72;cash;ПІБ 899;372
100000432;4-4-2024;0,57505787;Pants type 1, Puma;1;621.18144;non-cash;;418
100000434;5-27-2024;0,551423611;T-shirt type 1, Reebok;1;158.928;non-cash;;88
100000434;5-27-2024;0,551423611;Flip flops type 3, Reebok;2;962.28;non-cash;;486
100000434;5-27-2024;0,551423611;Tights type 7, Puma;1;554.4448;non-cash;;320
100000447;8-20-2024;0,435185185;Shirt type 10, Adidas;1;446.9;cash;;205
100000447;8-20-2024;0,435185185;Flip flops type 3, Adidas;2;534.8722;cash;;302
100000447;8-20-2024;0,435185185;Boots type 5, Nike;2;16014.36;cash;;7086
100000450;5-12-2023;0,679884259;Flip flops type 1, Adidas;1;376.272;cash;;195
100000450;5-12-2023;0,679884259;T-shirt type 3, Adidas;1;623.28;cash;;318
100000450;5-12-2023;0,679884259;Tights type 3, Reebok;1;356.96;cash;;184
100000450;5-12-2023;0,679884259;Cap type 2, Reebok;1;172.788;cash;;105
100000463;11-10-2022;0,614513889;Pants type 12, Reebok;1;542.82;cash;;249
100000463;11-10-2022;0,614513889;Type 1 shirt, Nike;1;1394.64288;cash;;837
100000484;3-14-2022;0,807893519;Cap type 2, Reebok;1;348.128;cash;;176
100000498;5-7-2023;0,576261574;Pants type 1, Nike;2;4550.072;cash;ПІБ 741;1874
100000498;5-7-2023;0,576261574;T-shirt type 4, Nike;1;321.824;cash;ПІБ 741;178
100000498;5-7-2023;0,576261574;Cap type 3, Adidas;1;380.21;cash;ПІБ 741;197
100000498;5-7-2023;0,576261574;T-shirt type 1, Reebok;1;309.68;cash;ПІБ 741;158
100000498;5-7-2023;0,576261574;Belt type 3, Puma;1;593.712;cash;ПІБ 741;342
100000520;7-6-2024;0,442048611;Boots type 2, Nike;2;11867.904;non-cash;;5454
100000525;3-4-2022;0,517592593;Pants type 4, Adidas;1;1299.315;non-cash;;705
100000525;3-4-2022;0,517592593;Cufflink type 6, Puma;1;365.72;non-cash;;205
100000533;7-23-2023;0,763993056;T-shirt type 1, Reebok;1;189.2;cash;;88
100000533;7-23-2023;0,763993056;Cap type 1, Puma;1;237.984;cash;;134
100000533;7-23-2023;0,763993056;Sneakers type 4, Adidas;1;1544.51;cash;;739
100000533;7-23-2023;0,763993056;Cap type 5, Puma;1;234.08;cash;;140
100000533;7-23-2023;0,763993056;Shirt type 10, Adidas;1;361.989;cash;;205
100000543;8-2-2024;0,597696759;Cufflink type 7, Nike;1;482.74128;non-cash;;252
100000544;9-9-2022;0,866481481;Sneakers type 4, Adidas;2;2718.3376;cash;;1478
100000554;7-26-2022;0,657175926;Belt type 3, Nike;1;469.264;non-cash;;211
100000554;7-26-2022;0,657175926;T-shirt type 2, Adidas;1;439.3224;non-cash;;258
100000556;1-23-2023;0,653356481;Shirt type 10, Nike;1;397.46;cash;;167
100000556;1-23-2023;0,653356481;Shirt type 11, Puma;1;734.72;cash;;410
100000558;3-23-2023;0,696805556;T-shirt type 4, Puma;1;297.344;non-cash;;184
100000570;2-4-2023;0,732037037;Shirt type 12, Reebok;1;1149.183;non-cash;;629
100000582;6-21-2024;0,604560185;T-shirt type 3, Reebok;2;828.516;cash;ПІБ 110;452
100000583;8-13-2024;0,627847222;Shirt type 12, Adidas;1;820.8;cash;;456
100000583;8-13-2024;0,627847222;Cap type 2, Reebok;1;374.616;cash;;176
100000583;8-13-2024;0,627847222;Boots type 2, Puma;1;1927.072;cash;;1229
100000583;8-13-2024;0,627847222;Cap type 6, Nike;1;510.024;cash;;237
100000592;10-31-2023;0,561354167;Flip flops type 1, Adidas;1;391.95;cash;;195
100000592;10-31-2023;0,561354167;Cap type 2, Nike;1;546.448;cash;;238
100000597;10-5-2022;0,767800926;Sneakers type 6, Puma;1;2577.472;cash;;1564
100000597;10-5-2022;0,767800926;T-shirt type 2, Puma;1;624.0;cash;;390
100000620;11-7-2023;0,87462963;Cap type 7, Adidas;2;647.68;cash;ПІБ 638;352
100000620;11-7-2023;0,87462963;Ball type 1, Adidas;1;60.45;cash;ПІБ 638;31
100000620;11-7-2023;0,87462963;Pants type 1, Nike;1;2275.036;cash;ПІБ 638;937
100000623;5-24-2024;0,541921296;Cap type 4, Adidas;1;562.8;non-cash;ПІБ 894;280
100000626;3-26-2023;0,556412037;Belt type 2, Adidas;1;325.95;non-cash;ПІБ 1123;159
100000627;3-26-2024;0,708206019;Shirt type 4, Adidas;2;717.96;non-cash;;372
100000627;3-26-2024;0,708206019;Cufflink type 5, Nike;1;949.648;non-cash;;427
100000627;3-26-2024;0,708206019;Shoes type 4, Reebok;1;6167.26;non-cash;;3298
100000627;3-26-2024;0,708206019;Pants type 7, Nike;1;2163.30264;non-cash;;1299
100000635;8-31-2022;0,516643519;T-shirt type 1, Puma;1;420.784;cash;ПІБ 319;238
100000641;5-28-2023;0,418310185;T-shirt type 2, Puma;1;313.6;cash;;200
100000641;5-28-2023;0,418310185;Tights type 6, Nike;1;536.52;cash;;255
100000641;5-28-2023;0,418310185;Cap type 3, Nike;1;357.06;cash;;165
100000672;2-16-2022;0,399143519;Shirt type 2, Adidas;1;1007.4;non-cash;ПІБ 447;460
100000676;8-2-2022;0,647673611;Flip flops type 1, Reebok;1;610.896;cash;;312
100000700;5-28-2022;0,584884259;Sneakers type 5, Nike;1;2394.24768;non-cash;ПІБ 653;1206
100000710;12-30-2022;0,44068287;Shirt type 7, Adidas;1;1550.25;cash;;795
100000728;1-1-2023;0,738541667;Tights type 1, Reebok;1;343.98;non-cash;;182
100000765;6-30-2023;0,408275463;Shirt type 12, Nike;1;974.028;cash;;471
100000765;6-30-2023;0,408275463;Shirt type 7, Reebok;2;2620.52;cash;;1372
100000765;6-30-2023;0,408275463;Boots type 2, Reebok;1;2607.95;cash;;1213
100000792;2-18-2023;0,620474537;Cap type 1, Nike;1;436.96128;cash;ПІБ 1156;224
100000792;2-18-2023;0,620474537;Type 2 ball, Reebok;1;100.11;cash;ПІБ 1156;47
100000792;2-18-2023;0,620474537;Boots type 3, Adidas;1;6357.88;cash;ПІБ 1156;2999
100000800;8-24-2022;0,817175926;Boots type 1, Reebok;1;4917.9;cash;;2535
100000800;8-24-2022;0,817175926;Shirt type 11, Reebok;2;2962.96;cash;;1628
100000832;12-10-2023;0,530138889;Sneakers type 4, Nike;1;1782.428;non-cash;;893
100000832;12-10-2023;0,530138889;Cap type 4, Nike;1;573.672;non-cash;;246
100000832;12-10-2023;0,530138889;Cufflink type 2, Reebok;1;432.0;non-cash;;200
100000855;12-9-2023;0,425578704;Shirt type 11, Puma;1;602.4704;cash;;410
100000860;3-24-2023;0,787337963;T-shirt type 6, Reebok;2;742.1;cash;;362
100000860;3-24-2023;0,787337963;Pants type 4, Adidas;1;1084.995;cash;;705
100000861;12-26-2022;0,459050926;T-shirt type 4, Puma;2;469.504;cash;;262
100000861;12-26-2022;0,459050926;T-shirt type 3, Reebok;1;440.7;cash;;226
100000865;11-2-2022;0,639108796;Cap type 1, Puma;2;475.968;cash;;268
100000870;1-4-2022;0,855231481;Tights type 4, Puma;1;297.024;non-cash;;168
100000870;1-4-2022;0,855231481;T-shirt type 4, Nike;1;402.28;non-cash;;178
100000870;1-4-2022;0,855231481;Cap type 5, Puma;1;198.968;non-cash;;140
100000870;1-4-2022;0,855231481;Shirt type 10, Reebok;1;923.0904;non-cash;;531
100000876;10-30-2023;0,616226852;Tights type 3, Puma;2;1212.928;non-cash;;736
100000876;10-30-2023;0,616226852;Boots type 6, Adidas;1;5889.38;non-cash;;2714
100000882;8-13-2022;0,541354167;T-shirt type 3, Reebok;1;487.3653;cash;ПІБ 858;263
100000882;8-13-2022;0,541354167;Flip flops type 3, Adidas;1;300.49;cash;ПІБ 858;151
100000897;1-27-2023;0,772546296;Cap type 5, Adidas;1;322.74;cash;;163
100000924;10-14-2022;0,861875;Pants type 4, Adidas;1;1339.5;cash;;705
100000924;10-14-2022;0,861875;Tights type 4, Reebok;1;663.5412;cash;;393
100000924;10-14-2022;0,861875;Cap type 2, Puma;1;314.64;cash;;190
100000925;7-24-2023;0,577905093;Pants type 9, Puma;2;1716.56;cash;;998
100000946;7-21-2024;0,496261574;Pants type 9, Reebok;2;1082.5248;non-cash;;672
100000949;5-1-2024;0,805949074;Pants type 1, Nike;1;1979.28132;non-cash;;937
100000951;2-17-2023;0,697233796;Flip flops type 1, Nike;1;371.68;cash;;184
100000951;2-17-2023;0,697233796;Boots type 2, Adidas;1;6783.45;cash;;3309
100000951;2-17-2023;0,697233796;Boots type 6, Adidas;1;5889.38;cash;;2714
100000951;2-17-2023;0,697233796;Pants type 2, Reebok;1;335.49;cash;;159
100000951;2-17-2023;0,697233796;Shirt type 5, Adidas;1;1433.36;cash;;779
100000951;2-17-2023;0,697233796;Cufflink type 7, Reebok;2;1025.28;cash;;534
100000951;2-17-2023;0,697233796;Pants type 6, Reebok;1;1257.762;cash;;649
100000951;2-17-2023;0,697233796;Shoes type 2, Nike;1;3792.536;cash;;1562
100000951;2-17-2023;0,697233796;Pants type 8, Adidas;1;2127.06;cash;;1053
100000951;2-17-2023;0,697233796;Shirt type 5, Reebok;1;971.88;cash;;534
100000956;5-21-2023;0,381921296;Sneakers type 5, Adidas;2;3241.62;non-cash;;1566
100000964;11-9-2023;0,752488426;Pants type 10, Reebok;1;343.44;non-cash;;162
100000988;8-11-2022;0,430405093;Cap type 7, Reebok;1;299.52;non-cash;;195
100001003;6-7-2022;0,498668981;T-shirt type 1, Adidas;1;797.16;non-cash;;364
100001003;6-7-2022;0,498668981;Boots type 4, Adidas;1;7128.99;non-cash;;3411
100001012;11-7-2022;0,554976852;Cufflink type 4, Nike;1;386.12;non-cash;ПІБ 1153;197
100001012;11-7-2022;0,554976852;Sneakers type 5, Puma;2;1947.36624;non-cash;ПІБ 1153;1406
100001012;11-7-2022;0,554976852;Shoes type 4, Reebok;2;10607.6872;non-cash;ПІБ 1153;6596
100001022;6-12-2023;0,790497685;Cap type 1, Puma;1;470.016;non-cash;;288
100001022;6-12-2023;0,790497685;Flip flops type 2, Reebok;2;937.4;non-cash;;436
100001022;6-12-2023;0,790497685;Cap type 3, Reebok;1;315.57;non-cash;;157
100001022;6-12-2023;0,790497685;Flip flops type 3, Nike;1;313.536;non-cash;;138
100001029;4-8-2023;0,853622685;Tights type 4, Nike;1;269.50284;non-cash;;123
100001029;4-8-2023;0,853622685;Cap type 2, Puma;1;380.16;non-cash;;220
100001029;4-8-2023;0,853622685;T-shirt type 1, Nike;1;318.8104;non-cash;;139
100001029;4-8-2023;0,853622685;Cufflink type 3, Puma;1;564.5952;non-cash;;390
100001042;6-7-2022;0,610208333;Boots type 4, Reebok;2;14322.2;cash;;7538
100001059;1-22-2022;0,854143519;T-shirt type 7, Puma;1;201.552;cash;;114
100001064;6-10-2024;0,852905093;Tights type 3, Reebok;1;356.96;non-cash;ПІБ 1188;184
100001084;2-28-2024;0,397789352;Cufflink type 1, Puma;1;227.88;cash;;135
100001084;2-28-2024;0,397789352;Tights type 6, Nike;1;536.52;cash;;255
100001104;4-21-2024;0,574305556;T-shirt type 4, Reebok;1;271.6;cash;ПІБ 1268;140
100001104;4-21-2024;0,574305556;Pants type 7, Puma;1;482.232;cash;ПІБ 1268;283
100001122;3-25-2023;0,422488426;Shirt type 7, Puma;1;1076.768;cash;;644
100001122;3-25-2023;0,422488426;Type 1 shirt, Nike;1;1428.65856;cash;;837
100001122;3-25-2023;0,422488426;Shirt type 11, Adidas;2;1202.8;cash;;620
100001122;3-25-2023;0,422488426;Shoes type 3, Reebok;1;2250.18;cash;;1389
100001148;6-2-2023;0,684571759;Cap type 3, Reebok;1;315.57;non-cash;;157
100001148;6-2-2023;0,684571759;Shirt type 3, Puma;2;547.2;non-cash;;304
100001152;9-5-2022;0,538368056;Tights type 7, Reebok;1;315.59;cash;ПІБ 495;151
100001154;6-4-2022;0,587210648;Shirt type 1, Adidas;1;914.82;cash;ПІБ 1078;474
100001154;6-4-2022;0,587210648;Shirt type 10, Nike;1;397.46;cash;ПІБ 1078;167
100001155;2-21-2022;0,860381944;Flip flops type 1, Nike;1;371.68;non-cash;;184
100001155;2-21-2022;0,860381944;Shirt type 11, Adidas;1;595.386;non-cash;;310
100001155;2-21-2022;0,860381944;Flip flops type 3, Adidas;1;246.4018;non-cash;;151
100001162;2-15-2022;0,476296296;Shirt type 7, Nike;1;1646.56;non-cash;ПІБ 868;820
100001168;4-17-2023;0,66587963;Cap type 8, Adidas;1;326.8;non-cash;;152
100001170;10-11-2023;0,480231481;Shoes type 2, Reebok;2;8569.3608;cash;;4756
100001174;5-6-2023;0,691481481;Belt type 3, Reebok;2;1428.84;cash;ПІБ 394;756
100001174;5-6-2023;0,691481481;Cap type 3, Nike;1;648.448;cash;ПІБ 394;298
100001174;5-6-2023;0,691481481;Shirt type 9, Puma;1;669.8;cash;ПІБ 394;425
100001176;9-6-2022;0,809618056;Pants type 9, Reebok;1;608.16;non-cash;;336
100001179;3-9-2024;0,73693287;Sneakers type 3, Nike;1;2651.176;non-cash;;1282
100001179;3-9-2024;0,73693287;Boots type 1, Adidas;1;7293.79;non-cash;;3593
100001189;8-31-2024;0,614039352;Shoes type 3, Puma;1;4209.0048;cash;;3003
100001202;11-2-2023;0,677928241;T-shirt type 2, Puma;1;624.0;cash;;390
100001202;11-2-2023;0,677928241;Pants type 7, Puma;1;482.232;cash;;283
100001202;11-2-2023;0,677928241;Tights type 5, Adidas;1;736.32;cash;;354
100001202;11-2-2023;0,677928241;Flip flops type 3, Reebok;1;481.14;cash;;243
100001202;11-2-2023;0,677928241;Pants type 10, Adidas;1;1264.4;cash;;580
100001202;11-2-2023;0,677928241;Cufflink type 3, Reebok;1;719.44;cash;;391
100001202;11-2-2023;0,677928241;Pants type 11, Reebok;1;1725.998;cash;;857
100001202;11-2-2023;0,677928241;Cap type 1, Adidas;1;225.09;cash;;123
100001217;12-22-2022;0,633680556;Belt type 4, Nike;2;1258.784;cash;;566
100001221;1-22-2022;0,548449074;T-shirt type 7, Nike;2;1739.168;non-cash;;782
100001221;1-22-2022;0,548449074;Shirt type 9, Puma;1;669.8;non-cash;;425
100001221;1-22-2022;0,548449074;Type 1 ball, Reebok;1;93.74;non-cash;;43
100001221;1-22-2022;0,548449074;Belt type 1, Puma;2;564.53488;non-cash;;382
100001221;1-22-2022;0,548449074;T-shirt type 1, Reebok;1;260.1312;non-cash;;158
100001221;1-22-2022;0,548449074;Pants type 1, Puma;1;722.304;non-cash;;418
100001221;1-22-2022;0,548449074;Belt type 3, Nike;1;469.264;non-cash;;211
100001221;1-22-2022;0,548449074;Cap type 4, Reebok;1;229.4;non-cash;;124
100001221;1-22-2022;0,548449074;Cufflink type 2, Puma;1;445.28;non-cash;;253
100001242;1-12-2023;0,642534722;Tights type 4, Reebok;1;758.3328;non-cash;;393
100001242;1-12-2023;0,642534722;Cap type 8, Adidas;1;294.12;non-cash;;152
100001242;1-12-2023;0,642534722;Boots type 4, Reebok;2;12603.536;non-cash;;7538
100001242;1-12-2023;0,642534722;Belt type 1, Reebok;1;558.6308;non-cash;;298
100001245;3-6-2023;0,853726852;Shirt type 6, Reebok;1;699.6;cash;;330
100001245;3-6-2023;0,853726852;Tights type 2, Puma;1;427.648;cash;;257
100001248;12-25-2022;0,44505787;Cufflink type 6, Reebok;1;413.27;cash;;221
100001248;12-25-2022;0,44505787;Shoes type 1, Nike;1;3176.892;cash;;1611
100001248;12-25-2022;0,44505787;Shirt type 10, Reebok;1;1125.72;cash;;531
100001248;12-25-2022;0,44505787;Cap type 3, Puma;1;388.44;cash;;249
100001248;12-25-2022;0,44505787;Tights type 6, Puma;2;868.58304;cash;;598
100001255;9-20-2023;0,4046875;Cap type 3, Adidas;1;231.0;non-cash;;110
100001255;9-20-2023;0,4046875;Flip flops type 3, Adidas;1;300.49;non-cash;;151
100001260;3-24-2022;0,625324074;Ball type 1, Puma;2;122.2232;cash;;86
100001260;3-24-2022;0,625324074;Belt type 4, Reebok;1;450.76;cash;;236
100001260;3-24-2022;0,625324074;Flip flops type 1, Adidas;1;391.95;cash;;195
100001260;3-24-2022;0,625324074;Shirt type 7, Puma;1;882.94976;cash;;644
100001288;11-18-2022;0,763773148;Tights type 2, Reebok;1;415.8;cash;;210
100001288;11-18-2022;0,763773148;Cufflink type 6, Reebok;1;413.27;cash;;221
100001288;11-18-2022;0,763773148;Shoes type 2, Puma;1;3234.944;cash;;2032
100001288;11-18-2022;0,763773148;T-shirt type 6, Nike;1;753.588;cash;;346
100001288;11-18-2022;0,763773148;Shirt type 12, Puma;1;449.70112;cash;;328
100001288;11-18-2022;0,763773148;Tights type 5, Nike;1;506.984;cash;;254
100001288;11-18-2022;0,763773148;Cap type 2, Adidas;1;618.1056;cash;;292
100001288;11-18-2022;0,763773148;Sneakers type 1, Nike;2;6708.05856;cash;;3774
100001288;11-18-2022;0,763773148;Tights type 2, Puma;1;427.648;cash;;257
100001288;11-18-2022;0,763773148;T-shirt type 4, Adidas;1;217.21;cash;;107
100001290;9-19-2024;0,496006944;T-shirt type 1, Nike;1;339.16;non-cash;;139
100001290;9-19-2024;0,496006944;Shirt type 8, Reebok;2;2375.86;non-cash;;1126
100001290;9-19-2024;0,496006944;T-shirt type 1, Adidas;1;459.9;non-cash;;219
100001305;3-8-2023;0,746655093;Cufflink type 7, Nike;1;540.90288;cash;;252
100001323;4-25-2022;0,761898148;Cufflink type 1, Reebok;1;767.97;non-cash;ПІБ 1141;371
100001323;4-25-2022;0,761898148;Boots type 1, Puma;1;6316.816;non-cash;ПІБ 1141;3778
100001323;4-25-2022;0,761898148;Flip flops type 1, Adidas;1;391.95;non-cash;ПІБ 1141;195
100001323;4-25-2022;0,761898148;Pants type 12, Nike;1;1574.69952;non-cash;ПІБ 1141;758
100001339;8-3-2023;0,523680556;Belt type 1, Nike;1;274.912;cash;ПІБ 894;121
100001339;8-3-2023;0,523680556;Tights type 2, Adidas;1;107.52;cash;ПІБ 894;56
100001343;7-14-2022;0,614895833;Pants type 7, Nike;1;2670.744;cash;;1299
100001343;7-14-2022;0,614895833;Sneakers type 5, Puma;2;2238.352;cash;;1406
100001373;4-22-2024;0,691111111;Cap type 3, Reebok;1;315.57;cash;;157
100001391;6-18-2024;0,673344907;Boots type 1, Adidas;1;7293.79;non-cash;;3593
100001391;6-18-2024;0,673344907;Pants type 2, Puma;1;1043.12;non-cash;;590
100001391;6-18-2024;0,673344907;Cap type 1, Reebok;1;426.173;non-cash;;265
100001409;5-27-2023;0,607928241;Shirt type 8, Nike;1;1172.888;cash;;542
100001421;5-10-2023;0,610439815;Belt type 3, Nike;2;938.528;cash;ПІБ 776;422
100001421;5-10-2023;0,610439815;Flip flops type 3, Adidas;1;264.4312;cash;ПІБ 776;151
100001421;5-10-2023;0,610439815;Cufflink type 2, Puma;1;400.752;cash;ПІБ 776;253
100001424;6-11-2024;0,805347222;Cap type 2, Reebok;1;196.35;cash;;105
100001437;5-4-2023;0,756875;Belt type 1, Reebok;1;613.88;cash;;298
100001438;5-24-2023;0,552233796;Pants type 2, Nike;1;1392.46668;cash;ПІБ 82;597
100001438;5-24-2023;0,552233796;Pants type 9, Puma;1;858.28;cash;ПІБ 82;499
100001478;1-14-2022;0,805011574;Cufflink type 4, Reebok;1;821.24;cash;ПІБ 1270;419
100001478;1-14-2022;0,805011574;Sneakers type 4, Reebok;1;3502.0;cash;ПІБ 1270;1700
100001479;1-21-2024;0,81193287;Tights type 6, Reebok;1;657.02;cash;;380
100001527;4-13-2024;0,709097222;T-shirt type 5, Reebok;1;700.91;non-cash;;323
100001527;4-13-2024;0,709097222;T-shirt type 7, Reebok;1;549.12;non-cash;;286
100001530;6-7-2024;0,601805556;Belt type 2, Reebok;1;440.99;non-cash;;209
100001530;6-7-2024;0,601805556;Cap type 1, Puma;1;237.984;non-cash;;134
100001530;6-7-2024;0,601805556;Shirt type 7, Reebok;1;1297.1574;non-cash;;686
100001530;6-7-2024;0,601805556;Type 3 shoes, Nike;1;6650.368;non-cash;;3352
100001531;5-24-2023;0,586597222;Boots type 2, Adidas;2;13566.9;non-cash;;6618
100001532;9-6-2022;0,585266204;Shoes type 2, Reebok;1;4327.96;cash;;2378
100001532;9-6-2022;0,585266204;Sneakers type 5, Adidas;1;1620.81;cash;;783
100001532;9-6-2022;0,585266204;Cufflink type 7, Nike;1;581.616;cash;;252
100001532;9-6-2022;0,585266204;Type 2 ball, Reebok;2;200.22;cash;;94
100001542;7-18-2023;0,807951389;Cufflink type 3, Adidas;1;376.618;non-cash;;187
100001542;7-18-2023;0,807951389;Boots type 2, Reebok;1;2607.95;non-cash;;1213
100001547;9-4-2022;0,689039352;Type 4 shirt, Reebok;1;1673.9;non-cash;;881
100001551;6-23-2023;0,790486111;Tights type 7, Puma;1;565.76;cash;;320
100001557;1-25-2024;0,55193287;Cap type 7, Puma;1;386.784;cash;;237
100001557;1-25-2024;0,55193287;Tights type 7, Reebok;1;315.59;cash;;151
100001557;1-25-2024;0,55193287;T-shirt type 7, Puma;1;201.552;cash;;114
100001557;1-25-2024;0,55193287;Tights type 3, Adidas;1;466.86;cash;;251
100001557;1-25-2024;0,55193287;Belt type 2, Adidas;1;325.95;cash;;159
100001557;1-25-2024;0,55193287;Sneakers type 2, Reebok;1;1192.1728;cash;;712
100001557;1-25-2024;0,55193287;T-shirt type 4, Puma;1;270.58304;cash;;184
100001557;1-25-2024;0,55193287;Cufflink type 3, Puma;2;1194.0864;cash;;780
100001557;1-25-2024;0,55193287;Shirt type 11, Reebok;1;1481.48;cash;;814
100001558;7-15-2023;0,724224537;Boots type 1, Reebok;1;4622.826;cash;;2535
100001558;7-15-2023;0,724224537;T-shirt type 5, Nike;2;1136.8;cash;;490
100001578;2-7-2024;0,834560185;T-shirt type 3, Reebok;1;418.665;cash;ПІБ 1064;226
100001578;2-7-2024;0,834560185;Pants type 8, Nike;1;1563.272;cash;ПІБ 1064;743
100001578;2-7-2024;0,834560185;Shoes type 1, Reebok;1;6119.12;cash;ПІБ 1064;3122
100001578;2-7-2024;0,834560185;Shirt type 12, Nike;1;974.028;cash;ПІБ 1064;471
