offer_id,candidate_id,offer_date,accepted,hire_date
62,2283,2025-08-02,False,
63,25,2026-05-08,False,
64,2862,2023-07-18,True,2023-08-01
65,750,2024-12-19,False,
66,2765,2025-02-01,True,2025-02-15
67,2982,2025-07-02,False,
68,2550,2024-09-13,False,
69,3012,2025-04-30,False,
70,1001,2026-07-23,False,
71,3351,2025-06-13,True,2025-06-27
72,1127,2024-10-27,True,2024-11-10
73,2000,2024-12-31,False,
74,2988,2026-07-10,True,2026-07-24
75,3094,2024-03-03,True,2024-03-17
76,1550,2026-02-01,False,
77,607,2023-02-05,False,
78,618,2023-03-20,True,2023-04-03
79,2704,2023-09-22,False,
80,1747,2026-04-18,True,2026-05-02
81,1264,2023-07-20,False,
82,1085,2026-10-27,False,
83,2232,2023-01-25,False,
84,118,2024-12-13,True,2024-12-27
85,395,2023-03-07,True,2023-03-21
86,3381,2026-12-06,True,2026-12-20
87,2022,2024-06-08,False,
88,3300,2024-03-24,True,2024-04-07
89,2332,2023-08-24,False,
90,2119,2025-08-07,True,2025-08-21
91,1317,2026-05-06,False,
92,2048,2025-10-09,True,2025-10-23
93,1531,2026-06-30,False,
94,944,2023-05-14,False,
95,1445,2026-12-21,False,
96,2735,2025-06-22,True,2025-07-06
97,2070,2026-06-18,False,
98,2082,2024-02-17,False,
99,3397,2023-07-25,True,2023-08-08
100,893,2024-10-18,True,2024-11-01
101,36,2025-08-11,False,
102,1507,2025-01-01,True,2025-01-15
103,1284,2023-01-09,False,
104,1050,2026-09-05,False,
105,3338,2026-04-08,True,2026-04-22
106,168,2025-12-22,False,
107,2078,2026-07-16,True,2026-07-30
108,1189,2026-11-25,False,
109,1578,2023-02-28,True,2023-03-14
110,39,2024-09-16,True,2024-09-30
111,677,2026-11-19,False,
112,1951,2023-03-10,True,2023-03-24
113,1112,2026-07-04,False,
114,1035,2026-11-27,True,2026-12-11
115,2185,2023-01-23,True,2023-02-06
116,1837,2023-08-20,False,
117,3296,2023-07-07,True,2023-07-21
118,546,2023-09-09,True,2023-09-23
119,1797,2023-09-16,True,2023-09-30
120,2899,2024-04-22,False,
121,3249,2023-04-07,True,2023-04-21
122,3297,2026-07-22,True,2026-08-05
123,2378,2025-09-24,True,2025-10-08
124,190,2023-06-27,True,2023-07-11
125,2080,2023-03-09,False,
126,1718,2023-10-12,True,2023-10-26
127,2176,2024-04-16,False,
128,3213,2025-08-27,False,
129,1046,2025-12-01,False,
130,2413,2023-05-14,True,2023-05-28
131,2993,2025-05-07,True,2025-05-21
132,979,2023-02-03,False,
133,2089,2023-04-01,False,
134,1278,2026-05-23,True,2026-06-06
135,3282,2023-06-04,False,
136,1376,2026-09-10,True,2026-09-24
137,2905,2025-06-21,True,2025-07-05
138,2376,2026-03-17,False,
139,3045,2023-07-28,False,
140,3414,2023-05-15,True,2023-05-29
141,40,2025-11-20,False,
142,3042,2025-07-17,True,2025-07-31
143,747,2023-11-18,False,
144,2533,2024-12-26,True,2025-01-09
145,1342,2023-06-06,True,2023-06-20
146,1774,2023-10-05,True,2023-10-19
147,3043,2026-07-04,False,
148,2437,2025-07-07,False,
149,509,2023-04-20,True,2023-05-04
150,1165,2023-06-28,False,
151,3352,2023-09-22,True,2023-10-06
152,95,2023-08-15,False,
153,2028,2026-05-28,False,
154,1959,2025-07-09,True,2025-07-23
155,1598,2025-02-09,False,
156,3242,2024-05-19,False,
157,2683,2023-08-03,False,
158,3287,2025-01-18,True,2025-02-01
159,174,2026-08-30,True,2026-09-13
160,1526,2024-10-09,False,
161,1122,2023-10-29,True,2023-11-12
162,3068,2023-07-31,True,2023-08-14
163,1452,2025-07-25,False,
164,2755,2026-07-10,True,2026-07-24
165,312,2026-10-21,False,
166,639,2025-11-22,False,
167,1644,2024-10-11,True,2024-10-25
168,203,2026-04-30,False,
169,3014,2025-12-21,True,2026-01-04
170,734,2025-07-26,True,2025-08-09
171,2531,2025-01-29,True,2025-02-12
172,1245,2025-05-29,True,2025-06-12
173,2218,2026-02-22,False,
174,3017,2026-02-11,False,
175,2939,2023-06-14,False,
176,3016,2026-03-23,False,
177,3099,2025-12-23,False,
178,1881,2024-04-15,False,
179,3385,2024-06-17,False,
180,2915,2023-03-09,True,2023-03-23
181,3142,2023-08-09,True,2023-08-23
182,593,2024-09-22,False,
183,23,2023-12-27,True,2024-01-10
184,411,2025-04-30,True,2025-05-14
185,2037,2026-05-31,True,2026-06-14
186,2433,2023-04-25,False,
187,999,2023-03-23,False,
188,1417,2025-07-25,True,2025-08-08
189,410,2024-12-20,False,
190,1062,2023-09-30,False,
191,1169,2026-04-17,True,2026-05-01
192,1266,2024-11-04,True,2024-11-18
193,1967,2023-10-24,True,2023-11-07
194,953,2023-03-27,True,2023-04-10
195,1542,2023-02-24,True,2023-03-10
196,3284,2023-12-08,True,2023-12-22
197,3056,2026-10-05,False,
198,814,2023-11-03,True,2023-11-17
199,2559,2026-06-06,False,
200,704,2023-05-29,False,
201,767,2025-11-30,True,2025-12-14
202,2588,2024-09-01,True,2024-09-15
203,2881,2025-10-02,False,
204,760,2025-01-26,True,2025-02-09
205,2746,2024-06-05,True,2024-06-19
206,773,2024-03-11,True,2024-03-25
207,2300,2023-10-02,False,
208,1115,2026-02-22,False,
209,735,2023-08-08,False,
210,2779,2024-02-03,False,
211,429,2025-12-15,False,
212,475,2026-03-17,False,
213,2578,2023-07-29,True,2023-08-12
214,80,2024-07-10,False,
215,3256,2024-11-11,True,2024-11-25
216,561,2025-07-18,False,
217,2623,2023-05-05,False,
218,534,2024-04-09,True,2024-04-23
219,458,2023-07-26,True,2023-08-09
220,1940,2024-03-20,False,
221,224,2024-09-23,False,
222,2229,2024-08-12,False,
223,3339,2026-09-18,True,2026-10-02
224,3244,2024-04-06,True,2024-04-20
225,650,2023-08-03,False,
226,669,2023-12-09,False,
227,2806,2025-10-23,True,2025-11-06
228,1519,2025-07-25,False,
229,506,2023-10-26,True,2023-11-09
230,581,2025-03-09,False,
231,299,2026-12-17,True,2026-12-31
232,1543,2025-10-28,False,
233,2958,2025-09-11,True,2025-09-25
234,2307,2023-04-16,True,2023-04-30
235,1205,2025-08-03,False,
236,799,2026-11-07,True,2026-11-21
237,167,2023-07-27,True,2023-08-10
238,1903,2024-05-29,False,
239,472,2024-12-13,False,
240,2697,2026-10-13,False,
241,1479,2023-02-10,False,
242,952,2026-07-23,False,
243,788,2023-08-08,False,
244,2991,2024-09-07,True,2024-09-21
245,1982,2026-12-05,True,2026-12-19
246,2643,2025-07-04,True,2025-07-18
247,1383,2026-05-29,False,
248,846,2026-08-16,True,2026-08-30
249,1890,2025-06-19,True,2025-07-03
250,196,2026-01-26,True,2026-02-09
251,2009,2024-09-21,False,
252,2319,2024-03-10,False,
253,2266,2026-11-14,False,
254,1902,2025-04-18,True,2025-05-02
255,1731,2024-06-17,False,
256,165,2025-03-25,True,2025-04-08
257,2236,2026-03-21,True,2026-04-04
258,2863,2026-10-15,False,
259,3229,2024-10-23,True,2024-11-06
260,1809,2025-04-02,True,2025-04-16
261,2889,2026-06-15,True,2026-06-29
262,802,2023-11-26,True,2023-12-10
263,52,2024-10-18,True,2024-11-01
264,3303,2024-12-15,False,
265,2737,2025-12-03,True,2025-12-17
266,64,2025-07-04,False,
267,1172,2024-12-30,True,2025-01-13
268,3350,2023-12-03,True,2023-12-17
269,2060,2023-08-04,False,
270,685,2023-03-05,True,2023-03-19
271,470,2024-08-07,False,
272,942,2023-07-14,True,2023-07-28
273,1707,2023-09-17,False,
274,104,2025-05-13,False,
275,813,2026-09-01,True,2026-09-15
276,609,2025-09-22,False,
277,257,2026-05-04,False,
278,3067,2026-04-27,True,2026-05-11
279,514,2023-10-13,False,
280,92,2025-10-24,False,
281,2581,2026-11-09,False,
282,2489,2026-05-23,True,2026-06-06
283,1983,2026-04-09,True,2026-04-23
284,1914,2025-04-22,True,2025-05-06
285,3479,2025-04-25,True,2025-05-09
286,3310,2026-04-17,False,
287,2347,2026-01-19,False,
288,3081,2023-08-07,False,
289,989,2026-09-23,False,
290,171,2025-05-17,True,2025-05-31
291,876,2026-01-18,False,
292,1402,2026-01-16,True,2026-01-30
293,2133,2025-03-06,False,
294,1418,2023-09-08,False,
295,2091,2024-12-15,True,2024-12-29
296,690,2024-02-20,False,
297,34,2026-11-29,False,
298,2563,2026-06-12,True,2026-06-26
299,2955,2023-11-02,False,
300,2606,2026-10-31,False,
301,2616,2023-06-30,True,2023-07-14
302,212,2025-02-24,False,
303,608,2024-02-22,False,
304,1084,2023-08-09,True,2023-08-23
305,1298,2026-06-14,True,2026-06-28
306,443,2026-02-10,True,2026-02-24
307,2331,2025-06-05,True,2025-06-19
308,2367,2025-06-08,True,2025-06-22
309,1623,2024-12-06,True,2024-12-20
310,567,2024-08-11,True,2024-08-25
311,3165,2026-09-23,True,2026-10-07
312,504,2025-04-29,False,
313,3436,2024-12-19,False,
314,371,2025-05-02,True,2025-05-16
315,3082,2024-06-07,True,2024-06-21
316,244,2024-12-28,True,2025-01-11
317,3080,2026-01-13,True,2026-01-27
318,2851,2026-05-22,False,
319,1312,2024-09-18,True,2024-10-02
320,3143,2026-02-13,False,
321,2457,2024-07-01,True,2024-07-15
322,3275,2024-07-02,False,
323,2754,2024-11-03,False,
324,2678,2025-01-23,False,
325,2604,2026-12-29,False,
326,1268,2024-03-27,True,2024-04-10
327,1708,2026-07-31,True,2026-08-14
328,1565,2025-04-05,True,2025-04-19
329,1523,2024-05-08,False,
330,2548,2023-08-13,True,2023-08-27
331,3187,2023-08-23,True,2023-09-06
332,3053,2023-10-29,True,2023-11-12
333,75,2026-05-14,False,
334,2407,2025-05-01,True,2025-05-15
335,3342,2024-07-18,True,2024-08-01
336,2183,2026-08-04,False,
337,1552,2025-08-28,False,
338,128,2026-03-27,False,
339,173,2026-10-12,False,
340,3380,2026-12-30,False,
341,1901,2025-11-17,False,
342,2812,2023-06-01,False,
343,1529,2024-06-13,False,
344,266,2025-03-13,False,
345,1195,2024-09-09,False,
346,539,2024-09-25,False,
347,2753,2023-01-07,False,
348,2901,2026-10-11,True,2026-10-25
349,2808,2025-03-16,True,2025-03-30
350,871,2026-05-17,True,2026-05-31
351,3456,2026-10-24,True,2026-11-07
352,1120,2024-05-29,True,2024-06-12
353,2622,2026-10-22,True,2026-11-05
354,2621,2023-11-30,True,2023-12-14
355,1248,2024-07-02,False,
356,2388,2024-05-13,False,
357,1033,2023-02-22,True,2023-03-08
358,733,2024-04-03,False,
359,2496,2026-01-22,True,2026-02-05
360,3343,2025-09-09,False,
361,453,2026-12-14,False,
362,1283,2025-12-29,True,2026-01-12
363,1002,2026-07-09,True,2026-07-23
364,1103,2025-03-29,False,
365,1370,2023-10-29,True,2023-11-12
366,1204,2025-05-25,True,2025-06-08
367,1047,2026-05-21,True,2026-06-04
368,611,2025-04-26,True,2025-05-10
369,540,2023-01-30,False,
370,1894,2024-09-16,True,2024-09-30
371,1431,2026-04-08,False,
372,1688,2023-09-17,True,2023-10-01
373,810,2025-09-08,False,
374,2943,2025-01-25,True,2025-02-08
375,2969,2023-05-21,True,2023-06-04
376,272,2023-04-28,True,2023-05-12
377,2456,2026-04-21,False,
378,1267,2024-11-17,True,2024-12-01
379,513,2023-05-06,True,2023-05-20
380,1236,2023-10-20,True,2023-11-03
381,2029,2024-11-30,False,
382,1944,2025-03-13,False,
383,302,2026-11-21,False,
384,1986,2026-12-15,False,
385,1090,2023-12-27,True,2024-01-10
386,3019,2024-09-01,False,
387,1672,2023-10-20,False,
388,2640,2023-01-05,True,2023-01-19
389,193,2025-02-11,True,2025-02-25
390,384,2026-08-23,True,2026-09-06
391,1292,2025-01-13,False,
392,1365,2023-07-24,True,2023-08-07
393,541,2026-07-23,False,
394,1619,2023-10-17,False,
395,3091,2023-02-05,True,2023-02-19
396,258,2023-05-24,False,
397,1181,2023-02-16,False,
398,114,2024-05-06,False,
399,923,2024-03-28,True,2024-04-11
400,72,2026-06-15,False,
401,93,2026-02-08,False,
402,2490,2024-11-14,True,2024-11-28
403,1384,2026-10-12,False,
404,392,2024-12-25,False,
405,2852,2024-12-08,False,
406,388,2025-06-24,False,
407,3108,2024-08-21,True,2024-09-04
408,2040,2023-06-21,True,2023-07-05
409,386,2026-12-24,False,
410,1691,2024-07-08,False,
411,3412,2023-06-27,False,
412,66,2026-11-30,True,2026-12-14
413,2904,2026-09-12,True,2026-09-26
414,1953,2026-08-27,True,2026-09-10
415,2386,2023-12-24,True,2024-01-07
416,1368,2023-08-28,False,
417,2256,2025-10-20,True,2025-11-03
418,2791,2023-02-14,False,
419,218,2023-08-09,True,2023-08-23
420,1767,2025-06-16,True,2025-06-30
421,1011,2024-10-17,False,
422,664,2024-02-02,False,
423,1854,2023-09-13,False,
424,1781,2024-09-23,False,
425,3435,2026-05-02,False,
426,1989,2023-01-24,False,
427,2825,2024-10-18,False,
428,1059,2026-04-21,False,
429,59,2024-09-25,False,
430,961,2024-11-22,True,2024-12-06
431,1580,2026-02-15,False,
432,2157,2026-05-04,False,
433,3289,2023-08-18,False,
434,3254,2025-10-11,False,
435,3425,2025-02-11,True,2025-02-25
436,185,2026-07-23,False,
437,55,2026-12-28,False,
438,275,2025-01-15,True,2025-01-29
439,559,2023-01-21,True,2023-02-04
440,2782,2023-07-24,False,
441,49,2025-12-20,True,2026-01-03
442,1673,2025-11-25,False,
443,1220,2024-08-02,False,
444,1576,2023-08-15,False,
445,785,2024-12-28,False,
446,634,2026-02-15,True,2026-03-01
447,1618,2024-08-27,True,2024-09-10
448,959,2026-02-27,True,2026-03-13
449,2100,2025-08-06,False,
450,1108,2023-02-23,True,2023-03-09
451,617,2025-12-22,False,
452,129,2025-10-06,True,2025-10-20
453,3076,2026-05-31,False,
454,2764,2023-06-14,True,2023-06-28
455,3444,2023-08-01,False,
456,2191,2023-12-29,False,
457,2312,2023-10-13,False,
458,745,2026-08-30,True,2026-09-13
459,736,2024-12-06,True,2024-12-20
460,3265,2024-06-12,False,
461,2411,2023-05-01,False,
462,251,2024-04-17,False,
463,680,2025-03-18,True,2025-04-01
464,3286,2026-01-06,False,
465,888,2024-06-23,True,2024-07-07
466,601,2023-08-03,True,2023-08-17
467,3024,2026-06-04,False,
468,2161,2024-05-06,True,2024-05-20
469,192,2023-06-15,False,
470,1105,2025-01-25,True,2025-02-08
471,3316,2024-08-27,False,
472,574,2026-07-18,True,2026-08-01
473,757,2024-05-13,True,2024-05-27
474,1240,2023-08-19,True,2023-09-02
475,3170,2024-08-13,False,
476,3119,2023-09-20,False,
477,2486,2024-06-03,True,2024-06-17
478,2361,2026-01-04,True,2026-01-18
479,2279,2025-11-14,False,
480,1456,2026-12-11,False,
481,2348,2025-12-14,False,
482,1133,2024-06-12,True,2024-06-26
483,1573,2023-11-02,False,
484,2618,2024-04-12,True,2024-04-26
485,2154,2023-05-11,False,
486,1261,2024-07-18,False,
487,3464,2023-11-03,False,
488,2469,2026-12-19,False,
489,1411,2024-03-11,True,2024-03-25
490,570,2024-12-14,True,2024-12-28
491,294,2023-04-18,True,2023-05-02
492,2114,2025-03-28,False,
493,722,2026-05-08,False,
494,226,2025-11-11,True,2025-11-25
495,357,2025-10-15,False,
496,1913,2024-05-16,False,
497,3324,2026-12-30,True,2027-01-13
498,2562,2026-03-23,True,2026-04-06
499,2768,2026-10-25,False,
500,2494,2024-06-15,False,
501,1387,2024-11-03,False,
502,1004,2023-03-18,False,
503,2408,2026-03-03,True,2026-03-17
504,2929,2023-03-25,False,
505,3031,2026-02-20,True,2026-03-06
506,2613,2026-03-21,True,2026-04-04
507,3331,2026-06-07,False,
508,2145,2026-04-01,True,2026-04-15
509,306,2026-03-05,True,2026-03-19
510,777,2024-09-19,False,
511,1229,2023-03-10,False,
512,2652,2025-06-08,False,
513,1624,2024-06-28,True,2024-07-12
514,1163,2023-08-17,True,2023-08-31
515,717,2023-10-29,True,2023-11-12
516,2138,2026-12-27,True,2027-01-10
517,1858,2025-06-26,False,
518,805,2026-02-05,False,
519,1710,2025-09-17,True,2025-10-01
520,2761,2024-03-03,True,2024-03-17
521,996,2023-03-27,False,
522,3135,2024-01-08,True,2024-01-22
523,1153,2026-08-14,True,2026-08-28
524,2777,2025-05-01,True,2025-05-15
525,2352,2023-04-25,True,2023-05-09
526,820,2025-03-27,True,2025-04-10
527,1896,2024-11-19,True,2024-12-03
528,1465,2026-12-10,False,
529,1597,2023-12-22,True,2024-01-05
530,1042,2025-07-17,False,
531,645,2023-03-17,True,2023-03-31
532,1956,2024-06-02,True,2024-06-16
533,1571,2024-02-09,True,2024-02-23
534,2072,2025-10-13,False,
535,768,2026-01-06,False,
536,1158,2024-12-18,True,2025-01-01
537,529,2023-02-25,False,
538,1119,2025-12-09,True,2025-12-23
539,291,2024-09-23,True,2024-10-07
540,1334,2024-03-25,True,2024-04-08
541,126,2023-04-26,True,2023-05-10
542,2575,2024-03-02,False,
543,3061,2025-08-20,False,
544,277,2024-02-12,False,
545,1761,2023-11-02,False,
546,698,2025-09-09,True,2025-09-23
547,403,2023-08-25,True,2023-09-08
548,844,2023-05-08,True,2023-05-22
549,317,2026-05-24,True,2026-06-07
550,1280,2024-04-13,True,2024-04-27
551,2414,2023-09-19,False,
552,2189,2024-06-30,False,
553,1364,2025-03-07,True,2025-03-21
554,1208,2026-01-05,True,2026-01-19
555,2149,2026-01-30,False,
556,658,2024-12-15,True,2024-12-29
557,1783,2023-06-10,True,2023-06-24
558,1880,2026-02-18,True,2026-03-04
559,2384,2024-01-24,True,2024-02-07
560,284,2023-03-25,True,2023-04-08
561,1845,2025-01-15,True,2025-01-29
562,3167,2026-01-22,True,2026-02-05
563,3164,2025-12-01,False,
564,753,2023-07-13,True,2023-07-27
565,3481,2025-12-07,False,
566,2645,2024-08-29,False,
567,1840,2024-06-10,True,2024-06-24
568,2474,2025-08-15,True,2025-08-29
569,44,2023-10-28,True,2023-11-11
570,971,2026-03-19,False,
571,1548,2026-10-18,False,
572,1995,2023-12-22,True,2024-01-05
573,3138,2025-01-19,True,2025-02-02
574,2432,2026-12-26,False,
575,2528,2026-08-16,True,2026-08-30
576,329,2023-04-12,True,2023-04-26
577,694,2025-04-02,False,
578,1198,2026-09-04,False,
579,974,2026-06-19,False,
580,1281,2024-04-10,False,
581,724,2023-12-22,True,2024-01-05
582,2677,2023-02-16,False,
583,2770,2026-11-03,True,2026-11-17
584,2359,2024-12-11,False,
585,2522,2026-03-18,False,
586,2661,2024-05-11,False,
587,739,2024-06-28,False,
588,1409,2024-06-19,False,
589,1213,2026-05-31,True,2026-06-14
590,1592,2025-04-20,True,2025-05-04
591,1188,2024-05-17,False,
592,1215,2023-03-01,False,
593,781,2023-07-16,False,
594,2156,2023-07-05,True,2023-07-19
595,2259,2026-03-10,True,2026-03-24
596,454,2024-10-16,False,
597,365,2026-08-11,True,2026-08-25
598,1148,2024-09-26,True,2024-10-10
599,2250,2026-11-01,False,
600,486,2025-09-07,False,
601,2974,2023-06-17,True,2023-07-01
602,2541,2026-02-14,False,
603,2500,2024-12-28,False,
604,137,2025-11-28,True,2025-12-12
605,2859,2023-08-12,False,
606,1804,2025-11-29,False,
607,1214,2023-05-22,False,
608,1166,2023-04-17,True,2023-05-01
609,2430,2024-04-01,False,
610,3402,2026-09-30,False,
611,2593,2025-10-16,False,
612,225,2023-04-19,True,2023-05-03
613,50,2024-01-03,True,2024-01-17
614,254,2023-09-01,True,2023-09-15
615,1701,2023-06-23,False,
616,501,2026-07-03,True,2026-07-17
617,512,2023-11-16,False,
618,139,2024-07-25,True,2024-08-08
619,2964,2024-07-24,True,2024-08-07
620,2020,2026-02-18,False,
621,738,2023-04-28,False,
622,2884,2025-08-21,True,2025-09-04
623,3156,2024-04-03,False,
624,3405,2024-07-01,False,
625,1439,2024-06-29,False,
626,1689,2024-06-08,True,2024-06-22
627,1443,2024-10-31,False,
628,2310,2025-11-19,True,2025-12-03
629,282,2025-04-11,False,
630,2529,2024-05-24,True,2024-06-07
631,1629,2024-09-19,False,
632,431,2026-05-01,False,
633,2792,2024-02-12,False,
634,940,2023-02-07,True,2023-02-21
635,950,2026-08-06,True,2026-08-20
636,3102,2025-09-20,True,2025-10-04
637,2744,2026-05-17,False,
638,804,2023-04-18,True,2023-05-02
639,3193,2023-05-23,True,2023-06-06
640,2844,2025-11-14,True,2025-11-28
641,1237,2024-06-06,False,
642,990,2023-10-07,True,2023-10-21
643,2223,2023-09-11,False,
644,3039,2024-11-13,True,2024-11-27
645,3104,2024-11-01,False,
646,33,2026-11-14,True,2026-11-28
647,1753,2025-05-10,True,2025-05-24
648,1400,2023-04-01,True,2023-04-15
649,2193,2025-01-22,False,
650,3198,2024-06-02,False,
651,370,2026-11-20,False,
652,3233,2025-06-25,True,2025-07-09
653,2462,2026-04-17,True,2026-05-01
654,1741,2023-06-30,True,2023-07-14
655,3478,2025-04-16,True,2025-04-30
656,2208,2023-05-27,False,
657,3305,2026-12-03,True,2026-12-17
658,1446,2024-01-03,True,2024-01-17
659,96,2023-02-14,True,2023-02-28
660,1510,2024-09-19,True,2024-10-03
661,2922,2026-04-19,False,
662,2887,2026-06-30,True,2026-07-14
663,3101,2024-12-04,False,
664,829,2026-05-12,False,
665,1685,2024-01-19,True,2024-02-02
666,346,2024-10-07,True,2024-10-21
667,1483,2023-07-09,True,2023-07-23
668,301,2025-04-15,False,
669,1834,2025-09-07,False,
670,146,2023-08-03,True,2023-08-17
671,1559,2024-08-02,False,
672,2978,2024-07-04,True,2024-07-18
673,433,2024-08-28,True,2024-09-11
674,369,2026-11-28,False,
675,2282,2025-06-15,True,2025-06-29
676,836,2023-08-12,True,2023-08-26
677,1407,2024-10-02,False,
678,2917,2025-01-23,True,2025-02-06
679,380,2024-12-14,True,2024-12-28
680,652,2024-11-18,False,
681,250,2025-06-27,False,
682,2105,2023-12-07,False,
683,1014,2024-12-19,False,
684,815,2024-08-27,False,
685,1782,2023-01-25,False,
686,455,2023-01-23,False,
687,17,2025-01-22,True,2025-02-05
688,3181,2026-05-25,False,
689,2187,2023-01-28,False,
690,1949,2024-02-24,False,
691,2148,2024-08-29,True,2024-09-12
692,2110,2026-12-26,True,2027-01-09
693,2311,2024-07-21,True,2024-08-04
694,1271,2024-02-18,True,2024-03-03
695,2817,2023-12-25,True,2024-01-08
696,2459,2024-10-17,False,
697,1762,2026-06-11,True,2026-06-25
698,2741,2026-01-02,False,
699,351,2024-02-19,True,2024-03-04
700,3379,2024-11-09,False,
701,1270,2025-04-17,False,
702,350,2025-05-17,True,2025-05-31
703,323,2023-08-09,True,2023-08-23
704,2063,2026-06-22,False,
705,1290,2023-07-22,False,
706,2448,2024-03-01,True,2024-03-15
707,1653,2025-06-19,False,
708,3047,2025-10-07,True,2025-10-21
709,1371,2024-09-09,False,
710,1025,2024-01-27,False,
711,1642,2025-03-16,True,2025-03-30
712,1459,2023-12-28,False,
713,2270,2024-12-25,True,2025-01-08
714,3474,2023-04-12,False,
715,1591,2026-03-25,True,2026-04-08
716,2582,2024-01-01,True,2024-01-15
717,482,2023-09-21,True,2023-10-05
718,3490,2024-01-26,True,2024-02-09
719,1341,2023-04-08,True,2023-04-22
720,2751,2024-11-13,True,2024-11-27
721,1254,2023-11-03,False,
722,1162,2023-02-16,False,
723,2516,2024-01-12,True,2024-01-26
724,902,2025-12-07,False,
725,1032,2025-06-06,True,2025-06-20
726,883,2026-06-23,False,
727,1307,2024-06-30,False,
728,1625,2025-10-01,False,
729,1057,2024-07-26,False,
730,2479,2024-07-19,True,2024-08-02
731,936,2026-12-13,True,2026-12-27
732,1895,2026-04-04,False,
733,1936,2025-04-23,True,2025-05-07
734,1015,2025-03-08,False,
735,922,2024-08-23,True,2024-09-06
736,2927,2026-05-02,False,
737,3447,2025-01-15,True,2025-01-29
738,2966,2023-08-18,True,2023-09-01
739,2894,2025-06-17,True,2025-07-01
740,3450,2026-11-28,True,2026-12-12
741,535,2026-03-30,False,
742,1175,2025-03-05,True,2025-03-19
743,718,2025-06-26,False,
744,1828,2024-03-12,True,2024-03-26
745,825,2026-10-08,True,2026-10-22
746,868,2025-06-22,True,2025-07-06
747,3285,2024-03-30,False,
748,2346,2025-06-22,True,2025-07-06
749,1696,2024-12-08,True,2024-12-22
750,1525,2024-01-01,True,2024-01-15
751,837,2023-07-21,True,2023-08-04
752,109,2026-02-21,False,
753,2959,2024-08-02,False,
754,27,2024-03-03,True,2024-03-17
755,3190,2023-09-01,True,2023-09-15
756,2077,2023-11-24,False,
757,3197,2025-02-23,False,
758,3372,2024-05-29,False,
759,2001,2026-09-10,True,2026-09-24
760,1626,2024-04-15,False,
761,827,2025-09-03,True,2025-09-17
762,1273,2023-04-11,True,2023-04-25
763,2514,2026-11-18,False,
764,1745,2023-04-08,False,
765,849,2026-03-22,True,2026-04-05
766,1449,2024-06-19,False,
767,2947,2024-06-02,True,2024-06-16
768,2984,2025-06-07,False,
769,2549,2023-08-24,True,2023-09-07
770,3206,2026-05-21,False,
771,2696,2026-02-11,True,2026-02-25
772,1463,2026-05-24,True,2026-06-07
773,1086,2023-04-11,True,2023-04-25
774,1055,2025-05-20,True,2025-06-03
775,569,2023-05-04,False,
776,3467,2024-04-02,True,2024-04-16
777,1276,2025-11-17,False,
778,3136,2023-10-04,True,2023-10-18
779,1363,2025-11-30,True,2025-12-14
780,744,2025-10-27,False,
781,983,2023-11-08,True,2023-11-22
782,850,2025-07-03,False,
783,2759,2025-11-24,True,2025-12-08
784,435,2026-08-14,True,2026-08-28
